ihr,m
1.35080474109847,-0.0119921765228891
1.37599453129589,0.00595117663390251
1.39431552942453,0.0188521828879468
1.39746288413349,0.0206526517008794
1.3874656459367,0.012850293996195
1.37473321216299,0.00305478189386483
1.36963891853725,-0.00116556617162658
1.37489918198012,0.00216111544749827
1.38478361893809,0.00884878621459327
1.39094186439328,0.0128121119073553
1.38934320705599,0.0111220424754457
1.38283266948577,0.00585705234752027
1.37818921617582,0.00195135096552328
1.38091972378216,0.00340442697221218
1.39192448890556,0.0108617538569966
1.40780416098927,0.0218464383623912
1.4235949933417,0.0327519112297036
1.43545173452464,0.0407903190443799
1.44162331460876,0.0446974480815202
1.44180486598863,0.0442593257332593
1.43615283115441,0.0395964326308335
1.42515736222435,0.0310704678506072
1.4104034233831,0.01983401479041
1.39505429250814,0.00817776089436595
1.38284189471905,-0.00120194377900186
1.37576083422035,-0.00686888530989084
1.37237873315668,-0.00986257010085624
1.36882366772883,-0.0129793171108203
1.36237127518297,-0.0181822034267191
1.35476594763134,-0.0242112215419351
1.3518271388925,-0.0268757188991554
1.35873761898333,-0.0224525558861677
1.37453537219015,-0.0116454258165239
1.39081845894715,-0.000503115852629433
1.39662798557905,0.00310276287675251
1.38622813320253,-0.00493227405762631
1.36368997759066,-0.0216676949386571
1.34043976446731,-0.038895880344925
1.32742363164113,-0.0487719366076311
1.32773617391039,-0.0490920926774625
1.33520602401273,-0.0442900511525057
1.33997905779313,-0.0414239363254908
1.33692438865609,-0.0441587862154854
1.33036977851009,-0.0493925707866092
1.33103628208734,-0.0494647222086555
1.34692222948413,-0.0386756164863392
1.37530234222878,-0.0189880831204411
1.40322886277584,0.000351973044357739
1.41741121537032,0.00987578966885321
1.41563415049955,0.00802297840488043
1.40909418020571,0.00278134026870871
1.41236306896261,0.004520707355709
1.4295609488147,0.0161574583344357
1.45012445683141,0.030169888534412
1.4591499315628,0.0359723305279648
1.45282136948858,0.0308714446775286
1.44348868735998,0.0236443321498331
1.4485615887549,0.0266334219002511
1.47354578331433,0.0437201836615494
1.50577554600807,0.0659134508630948
1.52496668358676,0.0788535848925002
1.5202125209108,0.074845537883174
1.49736167302169,0.0580523681543862
1.47118577411534,0.0389286268854923
1.45179917258015,0.0246168155901466
1.43884138520975,0.0148539124062896
1.42699705002411,0.00588478395490326
1.41438777858317,-0.00361534188380324
1.40411178864999,-0.0114643066526595
1.39869503369283,-0.0158879876196178
1.39568910340192,-0.0186144601451854
1.39056521976552,-0.0228294489241553
1.38356486335146,-0.0283606735252914
1.38174790728678,-0.0302509146416445
1.39252607284372,-0.0233087622212928
1.41477247612554,-0.0083411737776937
1.43712888414967,0.00667989081880573
1.44635073944951,0.0124824620707384
1.43848562138335,0.00631926535776092
1.42257403447694,-0.00546602187726939
1.41322410348416,-0.0126563600601355
1.41825436518737,-0.00980211757677654
1.43181978470845,-0.00100165719353503
1.43894344231502,0.0032903083875555
1.42825247908366,-0.00484146932056733
1.40297090415645,-0.0231267496241205
1.38081921502972,-0.0392143681841465
1.38150085035953,-0.0394083741754644
1.41064976885057,-0.0198272414582009
1.45338927386085,0.00915756765270487
1.48411171053506,0.0297576908154049
1.48569104831182,0.0301161677225362
1.46247514277199,0.0132888642879268
1.43596219230543,-0.00580238696309722
1.42687687056906,-0.0128139196547326
1.43903902560352,-0.00513117007582411
1.45821436899375,0.00737996063256857
1.46561569464824,0.0117395436137055
1.45373644818341,0.00278779231246609
1.43185368148347,-0.0130506563409912
1.41830899336632,-0.0231269353955578
1.42688774477418,-0.0179662467912003
1.4574869880867,0.00232597006786419
1.49661575565702,0.0284442541315444
1.52618449533482,0.0479539236584537
1.53440486349104,0.0527821163635761
1.52223912118651,0.043622872246301
1.50190169667877,0.0288766696667285
1.48851668316737,0.0189096679774389
1.49005032767615,0.0191598080531221
1.50203716249883,0.0265515610061227
1.51105740801768,0.0319040587156274
1.50503066034516,0.0269792506943408
1.48274693476595,0.0109768257160204
1.45465389297543,-0.00895870947354783
1.43365823308403,-0.0240313213313588
1.42381927645011,-0.0314907974560656
1.41764371036683,-0.0364477058719221
1.405150849793,-0.0456858828419203
1.38620212937126,-0.0592888745972234
1.37343364704938,-0.0686775546003408
1.38160364189791,-0.0638614935125825
1.41256217145879,-0.0436204256668856
1.45012180672486,-0.0189404739447519
1.47060460888266,-0.00583772232526214
1.46079172605825,-0.0132145829941985
1.42836536503683,-0.0358388229144433
1.39615924724449,-0.0582745716333243
1.38464121620807,-0.066726415446083
1.39626431646071,-0.0595723952071038
1.41397649125346,-0.0483224455705734
1.41552734918318,-0.0479495304105375
1.3927648930857,-0.0639091261549886
1.36019272076855,-0.0864258058062171
1.344702209345,-0.0974368190139182
1.36402408303454,-0.085072160840486
1.4120469124376,-0.0534737175537493
1.46393356253662,-0.0193154220452333
1.49624311114509,0.00170646742004714
1.50363222953513,0.00604268723392001
1.49796096918341,0.0016548424070431
1.49347645077701,-0.00192003113207331
1.49453486833627,-0.00177345582155986
1.4971585524488,-0.000566561605306827
1.49953263864024,0.000488498516400702
1.50761523230529,0.00536559589436747
1.52920236443705,0.0192557015905981
1.5635643274694,0.0416602824314381
1.59860727600338,0.0645152220965105
1.6192578274414,0.0777883668093285
1.61935729518647,0.0773958138247527
1.60632646510642,0.0682903215325343
1.59487933766262,0.0602638989654718
1.59560738996385,0.0603534048014416
1.6080905263377,0.0682706995523867
1.62376079272723,0.0783179596283208
1.6350522627498,0.0854706172502926
1.64190646565585,0.0896928351279326
1.64966304987658,0.0945300418782598
1.66125503251985,0.10192718622592
1.67252047747734,0.109122302323879
1.67600975645211,0.111176497548256
1.6694690155498,0.10659909664188
1.65991950229194,0.100046807394779
1.65827293397804,0.0987499836305221
1.6687215416955,0.105482311241443
1.68298974039046,0.114757859542888
1.68617691620596,0.116706931394068
1.67022682878609,0.105997434283823
1.64232409909492,0.0873902909540325
1.61870050050949,0.0716329653481873
1.60887414065539,0.0650239942203751
1.60669343861307,0.0634879984426978
1.598280570853,0.0578377327226466
1.57790298605699,0.0442794071481671
1.55315512731872,0.027839411127822
1.53382669961771,0.0149954340794931
1.51951762727694,0.00548123195499395
1.50267503839952,-0.00570210458442133
1.48264023987986,-0.0189910375464946
1.46966576768899,-0.0276026271669583
1.46977695198099,-0.0275514131070617
1.46900626548383,-0.0280796914472608
1.44210924420046,-0.0458898641952425
1.38298531307668,-0.0850179109986077
1.32322812354255,-0.124561660916181
1.31182408633819,-0.132112941019473
1.37050548227704,-0.0932951185396977
